,id,terrestrial_date,sol,ls,month,min_temp,pressure
381,398,10/28/13,436,41,2,-81,897
382,399,10/29/13,437,41,2,-82,898
383,400,10/30/13,438,42,2,-79,899
384,401,10/31/13,439,42,2,-80,899
385,404,11/1/13,440,43,2,-80,899
386,402,11/2/13,441,43,2,-81,900
387,405,11/3/13,442,44,2,-80,900
388,403,11/4/13,443,44,2,-81,901
389,407,11/16/13,455,50,2,-84,905
390,406,11/17/13,456,50,2,-83,905
391,409,11/24/13,463,53,2,-86,906
392,410,11/25/13,464,54,2,-84,906
393,412,11/26/13,465,54,2,-85,906
394,415,11/27/13,466,55,2,-85,907
395,411,11/28/13,467,55,2,-84,907
396,414,11/29/13,468,55,2,-85,907
397,413,11/30/13,469,56,2,-85,908
398,475,12/2/13,470,56,2,-85,907
399,479,12/3/13,471,57,2,-84,906
400,416,12/4/13,472,57,2,-84,907
401,417,12/5/13,473,58,2,-86,907
402,420,12/6/13,474,58,2,-84,906
403,419,12/7/13,475,59,2,-85,906
404,418,12/8/13,476,59,2,-85,906
405,421,12/9/13,477,60,3,-85,907
406,422,12/18/13,486,64,3,-84,904
407,473,12/19/13,487,64,3,-85,904
408,480,12/20/13,488,64,3,-87,903
409,423,12/21/13,489,65,3,-85,904
410,434,12/22/13,490,65,3,-87,903
411,433,12/23/13,491,66,3,-86,903
412,427,12/24/13,492,66,3,-86,903
413,426,12/25/13,493,67,3,-84,902
414,429,12/26/13,494,67,3,-85,902
415,431,12/27/13,495,68,3,-86,900
416,428,12/28/13,496,68,3,-85,901
417,425,12/29/13,497,69,3,-86,901
418,424,12/30/13,498,69,3,-86,901
419,432,12/31/13,499,69,3,-84,899
420,430,1/1/14,500,70,3,-85,897
421,435,1/2/14,501,70,3,-86,898
422,437,1/3/14,502,71,3,-87,898
423,483,1/4/14,503,71,3,-86,897
424,436,1/5/14,504,72,3,-85,895
425,438,1/6/14,505,72,3,-85,895
426,439,1/8/14,506,73,3,-86,894
427,440,1/9/14,507,73,3,-85,894
428,442,1/10/14,508,73,3,-83,893
429,443,1/11/14,509,74,3,-86,895
430,441,1/12/14,510,74,3,-85,892
431,446,1/13/14,511,75,3,-85,892
432,444,1/14/14,512,75,3,-86,890
433,445,1/15/14,513,76,3,-86,889
434,447,1/16/14,514,76,3,-86,888
435,450,1/17/14,515,77,3,-86,888
436,449,1/18/14,516,77,3,-86,888
437,448,1/19/14,517,77,3,-86,885
438,451,1/20/14,518,78,3,-85,885
439,452,1/21/14,519,78,3,-86,884
440,453,1/22/14,520,79,3,-86,884
441,454,1/23/14,521,79,3,-87,882
442,455,1/24/14,522,80,3,-85,881
443,458,1/25/14,523,80,3,-85,881
444,457,1/26/14,524,81,3,-85,880
445,456,1/27/14,525,81,3,-87,878
446,459,1/28/14,526,82,3,-87,878
447,460,1/29/14,527,82,3,-86,877
448,461,1/30/14,528,82,3,-86,876
449,462,1/31/14,529,83,3,-87,875
450,463,2/1/14,530,83,3,-87,873
451,465,2/2/14,531,84,3,-87,872
452,464,2/3/14,532,84,3,-88,872
453,466,2/4/14,533,85,3,-87,871
454,467,2/5/14,534,85,3,-86,869
455,468,2/6/14,535,86,3,-88,868
456,470,2/7/14,536,86,3,-83,867
457,469,2/8/14,537,86,3,-83,865
458,472,2/9/14,538,87,3,-85,865
459,476,2/10/14,539,87,3,-85,864
460,481,2/11/14,540,88,3,-84,862
461,482,2/12/14,541,88,3,-84,861
462,477,2/13/14,542,89,3,-85,859
463,486,2/15/14,543,89,3,-84,858
464,487,2/16/14,544,90,4,-86,857
465,490,2/17/14,545,90,4,-85,856
466,489,2/18/14,546,91,4,-85,855
467,488,2/19/14,547,91,4,-85,853
468,491,2/20/14,548,91,4,-86,852
469,492,2/21/14,549,92,4,-87,851
470,494,2/22/14,550,92,4,-85,850
471,495,2/23/14,551,93,4,-85,848
472,493,2/24/14,552,93,4,-86,847
473,496,2/25/14,553,94,4,-84,845
474,497,2/26/14,554,94,4,-84,843
475,499,2/27/14,555,95,4,-85,843
476,501,2/28/14,556,95,4,-85,842
477,498,3/1/14,557,96,4,-85,840
478,500,3/2/14,558,96,4,-85,839
479,502,3/3/14,559,96,4,-85,838
480,503,3/4/14,560,97,4,-86,836
481,504,3/5/14,561,97,4,-85,835
482,506,3/6/14,562,98,4,-85,834
483,505,3/7/14,563,98,4,-87,833
484,509,3/8/14,564,99,4,-86,831
485,508,3/9/14,565,99,4,-85,830
486,507,3/10/14,566,100,4,-86,829
487,510,3/11/14,567,100,4,-86,827
488,511,3/12/14,568,101,4,-86,825
489,512,3/13/14,569,101,4,-85,825
490,513,3/14/14,570,102,4,-84,823
491,515,3/15/14,571,102,4,-84,821
492,514,3/16/14,572,102,4,-85,820
493,516,3/17/14,573,103,4,-84,819
494,517,3/18/14,574,103,4,-85,817
495,518,3/19/14,575,104,4,-82,816
496,520,3/20/14,576,104,4,-84,815
497,519,3/21/14,577,105,4,-84,813
498,521,3/22/14,578,105,4,-83,812
499,522,3/24/14,579,106,4,-82,811
500,523,3/25/14,580,106,4,-83,810
501,524,3/26/14,581,107,4,-84,808
502,525,3/27/14,582,107,4,-84,807
503,526,3/28/14,583,108,4,-82,806
504,528,3/29/14,584,108,4,-82,804
505,527,3/30/14,585,109,4,-83,802
506,529,3/31/14,586,109,4,-82,802
507,530,4/1/14,587,109,4,-85,801
508,532,4/2/14,588,110,4,-84,799
509,531,4/3/14,589,110,4,-85,798
510,535,4/4/14,590,111,4,-82,797
511,533,4/5/14,591,111,4,-82,795
512,534,4/6/14,592,112,4,-83,795
513,536,4/7/14,593,112,4,-83,795
514,537,4/8/14,594,113,4,-83,793
515,538,4/9/14,595,113,4,-83,792
516,539,4/10/14,596,114,4,-82,791
517,540,4/11/14,597,114,4,-84,790
518,542,4/12/14,598,115,4,-84,787
519,543,4/13/14,599,115,4,-84,788
520,541,4/14/14,600,116,4,-81,787
521,544,4/15/14,601,116,4,-82,785
522,545,4/16/14,602,117,4,-82,784
523,548,4/17/14,603,117,4,-83,783
524,546,4/18/14,604,118,4,-84,782
525,547,4/19/14,605,118,4,-83,781
526,549,4/20/14,606,118,4,-84,780
527,550,4/21/14,607,119,4,-83,779
528,551,4/22/14,608,119,4,-85,777
529,552,4/23/14,609,120,5,-84,777
530,554,4/24/14,610,120,5,-85,776
531,555,4/25/14,611,121,5,-84,775
532,553,4/26/14,612,121,5,-85,774
533,556,4/27/14,613,122,5,-84,773
534,557,4/28/14,614,122,5,-82,772
535,558,4/29/14,615,123,5,-83,771
536,559,5/1/14,616,123,5,-82,769
537,561,5/2/14,617,124,5,-84,769
538,562,5/3/14,618,124,5,-83,769
539,560,5/4/14,619,125,5,-82,766
540,563,5/5/14,620,125,5,-83,765
541,564,5/6/14,621,126,5,-82,765
542,565,5/7/14,622,126,5,-84,763
543,566,5/8/14,623,127,5,-83,763
544,568,5/9/14,624,127,5,-82,762
545,569,5/10/14,625,128,5,-81,761
546,567,5/11/14,626,128,5,-82,760
547,570,5/12/14,627,129,5,-82,759
548,571,5/13/14,628,129,5,-81,759
549,572,5/14/14,629,130,5,-84,759
550,573,5/15/14,630,130,5,-82,757
551,576,5/16/14,631,131,5,-81,756
552,575,5/17/14,632,131,5,-79,755
553,574,5/18/14,633,132,5,-81,754
554,577,5/19/14,634,132,5,-82,753
555,578,5/20/14,635,133,5,-82,754
556,582,5/21/14,636,133,5,-81,752
557,580,5/22/14,637,134,5,-80,752
558,579,5/23/14,638,134,5,-80,751
559,581,5/24/14,639,135,5,-80,750
560,583,5/25/14,640,135,5,-81,750
561,584,5/26/14,641,136,5,-81,749
562,585,5/27/14,642,136,5,-80,749
563,586,5/28/14,643,137,5,-80,748
564,588,5/29/14,644,137,5,-80,748
565,589,5/30/14,645,138,5,-81,746
566,587,5/31/14,646,138,5,-81,746
567,590,6/1/14,647,139,5,-79,746
568,591,6/2/14,648,139,5,-80,746
569,592,6/3/14,649,140,5,-79,745
570,593,6/4/14,650,140,5,-80,743
571,595,6/5/14,651,141,5,-80,743
572,594,6/7/14,652,141,5,-79,745
573,596,6/8/14,653,142,5,-80,744
574,597,6/9/14,654,142,5,-79,742
575,598,6/10/14,655,143,5,-77,741
576,599,6/11/14,656,143,5,-80,740
577,600,6/12/14,657,144,5,-79,739
578,602,6/13/14,658,144,5,-79,739
579,603,6/14/14,659,145,5,-77,738
580,601,6/15/14,660,145,5,-78,735
581,604,6/16/14,661,146,5,-76,735
582,605,6/17/14,662,146,5,-77,735
583,609,6/18/14,663,147,5,-77,734
584,607,6/19/14,664,147,5,-78,732
585,610,6/20/14,665,148,5,-78,735
586,608,6/21/14,666,148,5,-77,736
587,606,6/22/14,667,149,5,-76,736
588,611,6/23/14,668,150,6,-75,734
589,613,6/24/14,669,150,6,-84,735
590,612,6/25/14,670,151,6,-79,737
591,614,6/26/14,671,151,6,-79,740
592,615,6/27/14,672,152,6,-78,739
593,616,6/28/14,673,152,6,-78,738
594,617,6/29/14,674,153,6,-80,739
595,618,6/30/14,675,153,6,-80,740
596,619,7/1/14,676,154,6,-80,738
597,622,7/2/14,677,154,6,-78,737
598,621,7/3/14,678,155,6,-77,739
599,624,7/4/14,679,155,6,-77,738
600,620,7/5/14,680,156,6,-76,740
601,623,7/6/14,681,156,6,-79,738
602,625,7/7/14,682,157,6,-77,739
603,626,7/8/14,683,158,6,-79,741
604,627,7/9/14,684,158,6,-75,741
605,628,7/10/14,685,159,6,-77,740
606,629,7/11/14,686,159,6,-76,738
607,630,7/12/14,687,160,6,-77,739
608,631,7/14/14,688,160,6,-77,741
609,632,7/15/14,689,161,6,-76,742
610,633,7/16/14,690,161,6,-77,741
611,634,7/17/14,691,162,6,-76,741
612,637,7/18/14,692,162,6,-76,742
613,636,7/19/14,693,163,6,-76,741
614,635,7/20/14,694,164,6,-75,740
615,638,7/21/14,695,164,6,-76,741
616,639,7/22/14,696,165,6,-75,743
617,640,7/23/14,697,165,6,-74,743
618,641,7/24/14,698,166,6,-77,743
619,642,7/25/14,699,166,6,-76,744
620,643,7/26/14,700,167,6,-75,745
621,644,7/27/14,701,167,6,-77,745
622,645,7/28/14,702,168,6,-76,745
623,646,7/29/14,703,169,6,-75,747
624,647,7/30/14,704,169,6,-75,747
625,648,7/31/14,705,170,6,-76,746
626,650,8/1/14,706,170,6,-76,748
627,651,8/2/14,707,171,6,-76,749
628,649,8/3/14,708,171,6,-76,749
629,652,8/4/14,709,172,6,-73,750
630,653,8/5/14,710,172,6,-77,751
631,654,8/6/14,711,173,6,-75,751
632,658,8/7/14,712,174,6,-77,752
633,656,8/8/14,713,174,6,-76,754
634,655,8/9/14,714,175,6,-76,754
635,657,8/10/14,715,175,6,-73,755
636,659,8/11/14,716,176,6,-75,755
637,661,8/12/14,717,176,6,-76,756
638,660,8/13/14,718,177,6,-77,757
639,662,8/14/14,719,178,6,-77,758
640,663,8/15/14,720,178,6,-74,760
641,664,8/16/14,721,179,6,-73,761
642,665,8/17/14,722,179,6,-74,760
643,666,8/18/14,723,180,7,-73,761
644,667,8/19/14,724,181,7,-74,763
645,669,8/21/14,725,181,7,-73,764
646,668,8/22/14,726,182,7,-75,766
647,671,8/23/14,727,182,7,-76,766
648,670,8/24/14,728,183,7,-74,766
649,672,8/25/14,729,183,7,-75,768
650,676,8/26/14,730,184,7,-76,770
651,673,8/27/14,731,185,7,-75,771
652,677,8/28/14,732,185,7,-75,773
653,674,8/29/14,733,186,7,-74,773
654,675,8/30/14,734,186,7,-73,776
655,678,8/31/14,735,187,7,-73,776
656,679,9/1/14,736,188,7,-76,776
657,680,9/2/14,737,188,7,-74,777
658,681,9/3/14,738,189,7,-75,778
659,682,9/4/14,739,189,7,-77,779
660,685,9/5/14,740,190,7,-76,782
661,683,9/6/14,741,191,7,-70,784
662,684,9/7/14,742,191,7,-72,784
663,686,9/8/14,743,192,7,-72,786
